codeidcnpdispositif;file_observation;codeidcnpdispositif;table_observation;FILE
referencebiblio;file_observation;referencebiblio;table_observation;FILE
orgtransformation;file_observation;orgtransformation;table_observation;FILE
identifiantpermanent;file_observation;identifiantpermanent;table_observation;FILE
statutobservation;file_observation;statutobservation;table_observation;FILE
nomcite;file_observation;nomcite;table_observation;FILE
jourdatedebut;file_observation;jourdatedebut;table_observation;FILE
jourdatefin;file_observation;jourdatefin;table_observation;FILE
altitudemin;file_observation;altitudemin;table_observation;FILE
altitudemax;file_observation;altitudemax;table_observation;FILE
profondeurmin;file_observation;profondeurmin;table_observation;FILE
profondeurmax;file_observation;profondeurmax;table_observation;FILE
cdnom;file_observation;cdnom;table_observation;FILE
cdref;file_observation;cdref;table_observation;FILE
versiontaxref;file_observation;versiontaxref;table_observation;FILE
datedetermination;file_observation;datedetermination;table_observation;FILE
organismestandard;file_observation;organismestandard;table_observation;FILE
commentaire;file_observation;commentaire;table_observation;FILE
obsdescription;file_observation;obsdescription;table_observation;FILE
obsmethode;file_observation;obsmethode;table_observation;FILE
occetatbiologique;file_observation;occetatbiologique;table_observation;FILE
occmethodedetermination;file_observation;occmethodedetermination;table_observation;FILE
occnaturalite;file_observation;occnaturalite;table_observation;FILE
occsexe;file_observation;occsexe;table_observation;FILE
occstadedevie;file_observation;occstadedevie;table_observation;FILE
occstatutbiologique;file_observation;occstatutbiologique;table_observation;FILE
occstatutbiogeographique;file_observation;occstatutbiogeographique;table_observation;FILE
preuveexistante;file_observation;preuveexistante;table_observation;FILE
preuvenonnumerique;file_observation;preuvenonnumerique;table_observation;FILE
preuvenumerique;file_observation;preuvenumerique;table_observation;FILE
obscontexte;file_observation;obscontexte;table_observation;FILE
identifiantregroupementpermanent;file_observation;identifiantregroupementpermanent;table_observation;FILE
methoderegroupement;file_observation;methoderegroupement;table_observation;FILE
typeregroupement;file_observation;typeregroupement;table_observation;FILE
altitudemoyenne;file_observation;altitudemoyenne;table_observation;FILE
profondeurmoyenne;file_observation;profondeurmoyenne;table_observation;FILE
geometrie;file_observation;geometrie;table_observation;FILE
natureobjetgeo;file_observation;natureobjetgeo;table_observation;FILE
precisiongeometrie;file_observation;precisiongeometrie;table_observation;FILE
heuredatedebut;file_observation;heuredatedebut;table_observation;FILE
heuredatefin;file_observation;heuredatefin;table_observation;FILE
altitudemax;form_localisation;altitudemax;table_observation;FORM
altitudemin;form_localisation;altitudemin;table_observation;FORM
altitudemoyenne;form_localisation;altitudemoyenne;table_observation;FORM
anneerefcommune;form_localisation;anneerefcommune;table_observation;FORM
anneerefdepartement;form_localisation;anneerefdepartement;table_observation;FORM
cdnom;form_observation;cdnom;table_observation;FORM
cdref;form_observation;cdref;table_observation;FORM
codecommune;form_localisation;codecommune;table_observation;FORM
codedepartement;form_localisation;codedepartement;table_observation;FORM
codeen;form_localisation;codeen;table_observation;FORM
codehabitat;form_localisation;codehabitat;table_observation;FORM
codehabref;form_localisation;codehabref;table_observation;FORM
codeidcnpdispositif;form_standardisation;codeidcnpdispositif;table_observation;FORM
codemaille;form_localisation;codemaille;table_observation;FORM
codeme;form_localisation;codeme;table_observation;FORM
commentaire;form_observation;commentaire;table_observation;FORM
jourdatedebut;form_observation;jourdatedebut;table_observation;FORM
datedetermination;form_observation;datedetermination;table_observation;FORM
jourdatefin;form_observation;jourdatefin;table_observation;FORM
dateme;form_localisation;dateme;table_observation;FORM
deedatedernieremodification;form_standardisation;deedatedernieremodification;table_observation;FORM
deefloutage;form_standardisation;deefloutage;table_observation;FORM
denombrementmax;form_observation;denombrementmax;table_observation;FORM
denombrementmin;form_observation;denombrementmin;table_observation;FORM
determinateuridentite;form_observation;determinateuridentite;table_observation;FORM
determinateurmail;form_observation;determinateurmail;table_observation;FORM
determinateurnomorganisme;form_observation;determinateurnomorganisme;table_observation;FORM
diffusionniveauprecision;form_standardisation;diffusionniveauprecision;table_observation;FORM
dspublique;form_standardisation;dspublique;table_observation;FORM
geometrie;form_localisation;geometrie;table_observation;FORM
identifiantorigine;form_standardisation;identifiantorigine;table_observation;FORM
identifiantpermanent;form_standardisation;identifiantpermanent;table_observation;FORM
identifiantregroupementpermanent;form_regroupements;identifiantregroupementpermanent;table_observation;FORM
jddcode;form_standardisation;jddcode;table_observation;FORM
jddid;form_standardisation;jddid;table_observation;FORM
jddmetadonneedeeid;form_standardisation;jddmetadonneedeeid;table_observation;FORM
jddsourceid;form_standardisation;jddsourceid;table_observation;FORM
methoderegroupement;form_regroupements;methoderegroupement;table_observation;FORM
natureobjetgeo;form_localisation;natureobjetgeo;table_observation;FORM
nomcite;form_observation;nomcite;table_observation;FORM
nomcommune;form_localisation;nomcommune;table_observation;FORM
nomrefmaille;form_localisation;nomrefmaille;table_observation;FORM
objetdenombrement;form_observation;objetdenombrement;table_observation;FORM
obscontexte;form_observation;obscontexte;table_observation;FORM
obsdescription;form_observation;obsdescription;table_observation;FORM
observateuridentite;form_observation;observateuridentite;table_observation;FORM
observateurmail;form_observation;observateurmail;table_observation;FORM
observateurnomorganisme;form_observation;observateurnomorganisme;table_observation;FORM
obsmethode;form_observation;obsmethode;table_observation;FORM
occetatbiologique;form_observation;occetatbiologique;table_observation;FORM
occmethodedetermination;form_observation;occmethodedetermination;table_observation;FORM
occnaturalite;form_observation;occnaturalite;table_observation;FORM
occsexe;form_observation;occsexe;table_observation;FORM
occstadedevie;form_observation;occstadedevie;table_observation;FORM
occstatutbiogeographique;form_observation;occstatutbiogeographique;table_observation;FORM
occstatutbiologique;form_observation;occstatutbiologique;table_observation;FORM
OGAM_ID_table_observation;form_autres;OGAM_ID_table_observation;table_observation;FORM
organismegestionnairedonnee;form_standardisation;organismegestionnairedonnee;table_observation;FORM
organismestandard;form_standardisation;organismestandard;table_observation;FORM
orgtransformation;form_standardisation;orgtransformation;table_observation;FORM
precisiongeometrie;form_localisation;precisiongeometrie;table_observation;FORM
preuveexistante;form_observation;preuveexistante;table_observation;FORM
preuvenonnumerique;form_observation;preuvenonnumerique;table_observation;FORM
preuvenumerique;form_observation;preuvenumerique;table_observation;FORM
profondeurmax;form_localisation;profondeurmax;table_observation;FORM
profondeurmin;form_localisation;profondeurmin;table_observation;FORM
profondeurmoyenne;form_localisation;profondeurmoyenne;table_observation;FORM
PROVIDER_ID;form_autres;PROVIDER_ID;table_observation;FORM
referencebiblio;form_standardisation;referencebiblio;table_observation;FORM
refhabitat;form_localisation;refhabitat;table_observation;FORM
sensible;form_standardisation;sensible;table_observation;FORM
sensidateattribution;form_standardisation;sensidateattribution;table_observation;FORM
sensiniveau;form_standardisation;sensiniveau;table_observation;FORM
sensireferentiel;form_standardisation;sensireferentiel;table_observation;FORM
sensiversionreferentiel;form_standardisation;sensiversionreferentiel;table_observation;FORM
statutobservation;form_observation;statutobservation;table_observation;FORM
statutsource;form_standardisation;statutsource;table_observation;FORM
SUBMISSION_ID;form_autres;SUBMISSION_ID;table_observation;FORM
typedenombrement;form_observation;typedenombrement;table_observation;FORM
typeen;form_localisation;typeen;table_observation;FORM
typeinfogeocommune;form_localisation;typeinfogeocommune;table_observation;FORM
typeinfogeodepartement;form_localisation;typeinfogeodepartement;table_observation;FORM
typeinfogeoen;form_localisation;typeinfogeoen;table_observation;FORM
typeinfogeomaille;form_localisation;typeinfogeomaille;table_observation;FORM
typeinfogeome;form_localisation;typeinfogeome;table_observation;FORM
typeregroupement;form_regroupements;typeregroupement;table_observation;FORM
validateuridentite;form_standardisation;validateuridentite;table_observation;FORM
validateurmail;form_standardisation;validateurmail;table_observation;FORM
validateurnomorganisme;form_standardisation;validateurnomorganisme;table_observation;FORM
versionen;form_localisation;versionen;table_observation;FORM
versionme;form_localisation;versionme;table_observation;FORM
versionrefhabitat;form_localisation;versionrefhabitat;table_observation;FORM
versionrefmaille;form_localisation;versionrefmaille;table_observation;FORM
versiontaxref;form_observation;versiontaxref;table_observation;FORM
sensimanuelle;form_standardisation;sensimanuelle;table_observation;FORM
sensialerte;form_standardisation;sensialerte;table_observation;FORM
codemaillecalcule;form_localisation;codemaillecalcule;table_observation;FORM
codecommunecalcule;form_localisation;codecommunecalcule;table_observation;FORM
nomcommunecalcule;form_localisation;nomcommunecalcule;table_observation;FORM
codedepartementcalcule;form_localisation;codedepartementcalcule;table_observation;FORM
heuredatedebut;form_observation;heuredatedebut;table_observation;FORM
heuredatefin;form_observation;heuredatefin;table_observation;FORM
altitudemax;file_shapefile;altitudemax;table_observation;FILE
altitudemin;file_shapefile;altitudemin;table_observation;FILE
altitudemoyenne;file_shapefile;altitudemoyenne;table_observation;FILE
anneerefcommune;file_shapefile;anneerefcommune;table_observation;FILE
anneerefdepartement;file_shapefile;anneerefdepartement;table_observation;FILE
cdnom;file_shapefile;cdnom;table_observation;FILE
cdref;file_shapefile;cdref;table_observation;FILE
codecommune;file_shapefile;codecommune;table_observation;FILE
codedepartement;file_shapefile;codedepartement;table_observation;FILE
codeen;file_shapefile;codeen;table_observation;FILE
codehabitat;file_shapefile;codehabitat;table_observation;FILE
codehabref;file_shapefile;codehabref;table_observation;FILE
codeidcnpdispositif;file_shapefile;codeidcnpdispositif;table_observation;FILE
codemaille;file_shapefile;codemaille;table_observation;FILE
codeme;file_shapefile;codeme;table_observation;FILE
commentaire;file_shapefile;commentaire;table_observation;FILE
datedetermination;file_shapefile;datedetermination;table_observation;FILE
dateme;file_shapefile;dateme;table_observation;FILE
deefloutage;file_shapefile;deefloutage;table_observation;FILE
denombrementmax;file_shapefile;denombrementmax;table_observation;FILE
denombrementmin;file_shapefile;denombrementmin;table_observation;FILE
determinateuridentite;file_shapefile;determinateuridentite;table_observation;FILE
determinateurmail;file_shapefile;determinateurmail;table_observation;FILE
determinateurnomorganisme;file_shapefile;determinateurnomorganisme;table_observation;FILE
diffusionniveauprecision;file_shapefile;diffusionniveauprecision;table_observation;FILE
dspublique;file_shapefile;dspublique;table_observation;FILE
geometrie;file_shapefile;geometrie;table_observation;FILE
heuredatedebut;file_shapefile;heuredatedebut;table_observation;FILE
heuredatefin;file_shapefile;heuredatefin;table_observation;FILE
identifiantorigine;file_shapefile;identifiantorigine;table_observation;FILE
identifiantpermanent;file_shapefile;identifiantpermanent;table_observation;FILE
identifiantregroupementpermanent;file_shapefile;identifiantregroupementpermanent;table_observation;FILE
jddcode;file_shapefile;jddcode;table_observation;FILE
jddid;file_shapefile;jddid;table_observation;FILE
jddsourceid;file_shapefile;jddsourceid;table_observation;FILE
jourdatedebut;file_shapefile;jourdatedebut;table_observation;FILE
jourdatefin;file_shapefile;jourdatefin;table_observation;FILE
methoderegroupement;file_shapefile;methoderegroupement;table_observation;FILE
natureobjetgeo;file_shapefile;natureobjetgeo;table_observation;FILE
nomcite;file_shapefile;nomcite;table_observation;FILE
nomcommune;file_shapefile;nomcommune;table_observation;FILE
nomrefmaille;file_shapefile;nomrefmaille;table_observation;FILE
objetdenombrement;file_shapefile;objetdenombrement;table_observation;FILE
obscontexte;file_shapefile;obscontexte;table_observation;FILE
obsdescription;file_shapefile;obsdescription;table_observation;FILE
observateuridentite;file_shapefile;observateuridentite;table_observation;FILE
observateurmail;file_shapefile;observateurmail;table_observation;FILE
observateurnomorganisme;file_shapefile;observateurnomorganisme;table_observation;FILE
obsmethode;file_shapefile;obsmethode;table_observation;FILE
occetatbiologique;file_shapefile;occetatbiologique;table_observation;FILE
occmethodedetermination;file_shapefile;occmethodedetermination;table_observation;FILE
occnaturalite;file_shapefile;occnaturalite;table_observation;FILE
occsexe;file_shapefile;occsexe;table_observation;FILE
occstadedevie;file_shapefile;occstadedevie;table_observation;FILE
occstatutbiogeographique;file_shapefile;occstatutbiogeographique;table_observation;FILE
occstatutbiologique;file_shapefile;occstatutbiologique;table_observation;FILE
organismegestionnairedonnee;file_shapefile;organismegestionnairedonnee;table_observation;FILE
organismestandard;file_shapefile;organismestandard;table_observation;FILE
orgtransformation;file_shapefile;orgtransformation;table_observation;FILE
precisiongeometrie;file_shapefile;precisiongeometrie;table_observation;FILE
preuveexistante;file_shapefile;preuveexistante;table_observation;FILE
preuvenonnumerique;file_shapefile;preuvenonnumerique;table_observation;FILE
preuvenumerique;file_shapefile;preuvenumerique;table_observation;FILE
profondeurmax;file_shapefile;profondeurmax;table_observation;FILE
profondeurmin;file_shapefile;profondeurmin;table_observation;FILE
profondeurmoyenne;file_shapefile;profondeurmoyenne;table_observation;FILE
referencebiblio;file_shapefile;referencebiblio;table_observation;FILE
refhabitat;file_shapefile;refhabitat;table_observation;FILE
statutobservation;file_shapefile;statutobservation;table_observation;FILE
statutsource;file_shapefile;statutsource;table_observation;FILE
typedenombrement;file_shapefile;typedenombrement;table_observation;FILE
typeen;file_shapefile;typeen;table_observation;FILE
typeinfogeocommune;file_shapefile;typeinfogeocommune;table_observation;FILE
typeinfogeodepartement;file_shapefile;typeinfogeodepartement;table_observation;FILE
typeinfogeoen;file_shapefile;typeinfogeoen;table_observation;FILE
typeinfogeomaille;file_shapefile;typeinfogeomaille;table_observation;FILE
typeinfogeome;file_shapefile;typeinfogeome;table_observation;FILE
typeregroupement;file_shapefile;typeregroupement;table_observation;FILE
validateuridentite;file_shapefile;validateuridentite;table_observation;FILE
validateurmail;file_shapefile;validateurmail;table_observation;FILE
validateurnomorganisme;file_shapefile;validateurnomorganisme;table_observation;FILE
versionen;file_shapefile;versionen;table_observation;FILE
versionme;file_shapefile;versionme;table_observation;FILE
versionrefhabitat;file_shapefile;versionrefhabitat;table_observation;FILE
versionrefmaille;file_shapefile;versionrefmaille;table_observation;FILE
versiontaxref;file_shapefile;versiontaxref;table_observation;FILE
jddmetadonneedeeid;file_shapefile;jddmetadonneedeeid;table_observation;FILE
